1.551961563862592186e+02,6.831062524991768914e-01
1.080977584599385466e+02,3.582440123166469315e-01
1.669097096776050932e+02,1.552860110841925989e-01
1.865030394721606513e+02,7.659029330955479109e-01
1.154483867171107931e+02,3.199576792068652420e-01
2.255715006543322829e+02,8.611826271594529292e-01
1.396829186608102020e+02,6.376136676776940071e-01
1.071186336697094816e+02,5.057632349506585578e-01
1.169681063354760511e+02,3.132880308740709774e-01
1.084270538763857985e+02,5.142075311681012506e-01
1.743069339620194285e+02,1.357752365589854071e-01
1.478311178219926489e+02,6.620540517241223499e-01
1.713473727271022824e+02,7.268787324408297890e-01
1.370278524152472528e+02,6.293162804836570645e-01
1.021122959537666475e+02,4.182327803518582909e-01
1.880767438413381001e+02,7.698704256740488416e-01
1.513270132415051421e+02,1.982521304814851004e-01
1.371494023971990543e+02,6.297003244865131411e-01
1.102505752330382904e+02,3.456050861736122970e-01
1.824665514483581603e+02,7.556601355529022346e-01
1.869837900997975737e+02,1.032877950212593987e-01
1.071340451959843136e+02,3.645363033828917798e-01
1.181487251095176418e+02,3.082921473779944854e-01
1.324108415933513925e+02,2.560113854381952381e-01
1.189633595189976916e+02,3.049286988325228265e-01
1.722440819816640101e+02,7.292344511417147013e-01
1.432514054080469350e+02,2.219137765259590056e-01
1.778542115397084444e+02,7.438293835665786835e-01
1.500496585017702955e+02,6.684858915485849540e-01
1.358608398779379343e+02,6.256073034042249903e-01
1.295497132309520509e+02,6.047687347369389288e-01
1.737453046439654543e+02,1.372406112867110284e-01
1.844666920896585793e+02,7.607478628909474239e-01
1.526963897681565925e+02,1.943500773668425663e-01
1.252760135703143050e+02,2.806842541853742379e-01
2.345838678521635359e+02,8.824506195475272374e-01
1.019814576875360075e+02,4.481780143161370189e-01
2.383556094814267681e+02,8.912937791444106583e-01
1.060720997956949816e+02,3.721171336936509588e-01
1.226548900726134264e+02,2.904073454387250397e-01
1.432090024042438756e+02,2.220413338119468227e-01
1.227094126815835722e+02,2.902006140254884681e-01
1.587714212982562287e+02,6.930458826435257347e-01
1.846760710344969709e+02,7.612790438045726749e-01
1.237912867307699258e+02,5.842649172603829877e-01
1.031887252362502920e+02,4.709459713454116070e-01
1.244498174225701916e+02,2.837036025762855740e-01
1.847659087156460771e+02,1.088973673279472476e-01
1.089871187408499509e+02,3.528179165185910682e-01
1.389622721345102718e+02,6.353799782576015076e-01
1.752092416560774666e+02,1.334260790827015986e-01
1.354312201900845594e+02,6.242316930729387980e-01
1.017991387318373455e+02,4.337907559496895216e-01
1.761666674983386542e+02,7.394640917895080046e-01
1.205462576719777559e+02,2.985676920933995060e-01
1.761271549300689969e+02,7.393616335182230381e-01
1.766555216891345879e+02,7.407307684609362175e-01
1.019161335736166905e+02,4.456292810088152700e-01
1.921026863459762239e+02,7.799589089646076223e-01
1.394577197425182931e+02,6.369170679141211711e-01
2.237278318236879500e+02,8.568059243700502092e-01
1.475882207497303966e+02,6.613446706966024102e-01
1.041848268493264555e+02,4.821348324838279353e-01
1.288577620808473512e+02,6.023909244814784625e-01
1.265995266590854413e+02,2.759267203053051842e-01
1.797904097301932609e+02,1.215911114518862246e-01
1.915792566418002707e+02,7.786520699744224894e-01
1.642323475477571719e+02,1.624703066603760959e-01
1.072171270968536874e+02,3.639742462399554457e-01
1.603005163053628053e+02,6.972485280910335481e-01
1.642039332731359025e+02,7.078573070671055900e-01
1.690634747290519329e+02,7.208479602195847491e-01
1.032200194818676664e+02,3.990558929426452073e-01
1.111920072144393714e+02,3.405383488330422370e-01
2.103997429825959955e+02,8.248661171909751344e-01
1.026129133093943153e+02,4.625321960881776384e-01
1.770940570287303615e+02,7.418655808793207518e-01
2.097067268464546430e+02,8.231895188220449411e-01
1.759180087146638982e+02,1.315851294041603115e-01
1.536957464766168471e+02,1.915200860996048304e-01
1.775384230229556977e+02,1.273901749943052997e-01
1.095113298690205568e+02,5.206427230455812349e-01
1.259498754948098451e+02,5.921540452260830589e-01
1.128405852100231641e+02,3.321719490690817622e-01
1.450594748126355285e+02,6.538945614096680625e-01
1.491065025843138017e+02,2.046424403646606993e-01
2.416973269189658708e+02,8.991026099399906935e-01
2.078498586624606048e+02,8.186887533946067830e-01
1.018177958434416439e+02,4.395615375993860985e-01
1.474097984751065269e+02,2.095813294267210303e-01
2.147280067562637100e+02,8.353000552902676290e-01
1.260188437823941712e+02,5.924017692419872860e-01
1.218335523827955598e+02,5.768575292497493123e-01
1.104259610908428613e+02,5.257612405416953738e-01
1.253257378615560782e+02,2.805037855488653475e-01
1.017980000856621103e+02,4.361787353947014223e-01
2.243041005609348417e+02,8.581749332109640527e-01
1.068882861056846139e+02,5.041811730036311889e-01
1.529528855516277019e+02,1.936223328850099346e-01
1.056427089974431510e+02,4.949733722518115941e-01
